year,S_H,E_H,I_H,R_H,S_M,E_M,I_M
2022.927446954141,1154.3127337120643,4919.9156038724,3904.7479216649244,3841.6602333988,39922.56804341414,12880.016115386807,1883.500676092414
2022.930184804928,1113.0539569312364,4822.076160209323,3989.719831518011,3896.214443989619,35930.21156463886,14274.051616204648,2046.7137377955607
2022.9329226557152,1055.3805913240153,4726.990805946968,4087.085794001838,3952.035101375367,32337.154788082396,14837.988712250291,3404.461340189961
2022.9356605065025,963.2500630586703,4693.822842791193,4155.523603568105,4009.3236832302264,29102.945199574635,14968.17929950938,4277.097663966071
2022.9383983572895,881.0469276088592,4691.472237928109,4182.231138705135,4067.5977884060885,26192.593765343852,14310.305128348651,4711.88094635409
2022.9411362080766,812.0778653480912,4696.630178743166,4187.910734814834,4126.15721767718,23573.008649921798,13110.412452729859,5066.823254766956
2022.9438740588637,730.874069172755,4710.598803032565,4208.079823562525,4184.651262046973,21215.41926922659,12194.42511119157,5664.510180769059
2022.946611909651,659.9061445494756,4730.199663505152,4201.20526370548,4243.32103398638,19093.758875347583,11095.875289875741,5749.330303396242
2022.949349760438,642.0230876891969,4738.000218013126,4153.321115206367,4301.7155848377915,41487.20238329302,9986.287680112742,5174.581945245515
2022.9520876112251,613.9754866998048,4747.625843634575,4114.734400584582,4359.1521757903,37339.005726407035,10076.880618218256,4827.088058367779
